Run,Filename,File Size (B),Transfer Time (s),Throughput (B/s),Total Bytes,Bytes Sent,Bytes Received,Num Peers
187,B_10kB,10240,1.0027599334716797,10211.816067029968,2535,1216,1319,1
188,B_10kB,10240,1.0115585327148438,10122.993053617625,2076,755,1321,1
189,B_10kB,10240,1.007763147354126,10161.117745657833,901,587,314,1
190,B_10kB,10240,1.0044405460357666,10194.729832855004,1634,568,1066,1
191,B_10kB,10240,1.0028254985809326,10211.14841464473,2200,1248,952,1
192,B_10kB,10240,1.0046234130859375,10192.874132353165,670,434,236,1
193,B_10kB,10240,1.0058341026306152,10180.605303815753,2447,1011,1436,1
194,B_10kB,10240,1.0052049160003662,10186.97763710128,1379,676,703,1
195,B_10kB,10240,1.0045642852783203,10193.474076338429,756,486,270,1
196,B_10kB,10240,1.0041399002075195,10197.782199356645,2312,1249,1063,1
197,B_10kB,10240,1.0039477348327637,10199.734154194557,1832,939,893,1
198,B_10kB,10240,1.0075290203094482,10163.478960491808,464,364,100,1
199,B_10kB,10240,1.0042510032653809,10196.653990590043,2869,1306,1563,1
200,B_10kB,10240,1.0080106258392334,10158.623071532153,2040,847,1193,1
201,B_10kB,10240,2.0212628841400146,5066.139630005033,876,728,148,1
202,B_10kB,10240,1.0072996616363525,10165.793149741734,1922,879,1043,1
203,B_10kB,10240,1.0071969032287598,10166.830306143464,1681,745,936,1
204,B_10kB,10240,1.0035431385040283,10203.84635907597,549,362,187,1
205,B_10kB,10240,1.0030782222747803,10208.57573477942,1899,833,1066,1
206,B_10kB,10240,1.0066168308258057,10172.689037594708,2314,1459,855,1
207,B_10kB,10240,1.0059468746185303,10179.464003885054,3332,1813,1519,1
208,B_10kB,10240,1.0053632259368896,10185.373540450944,1550,854,696,1
209,B_10kB,10240,1.0030934810638428,10208.42044466269,2619,1445,1174,1
210,B_10kB,10240,1.0037384033203125,10201.861327739012,3571,2146,1425,1
211,B_10kB,10240,1.0073342323303223,10165.444269983002,1999,1271,728,1
212,B_10kB,10240,1.004317045211792,10195.983478345299,2751,1726,1025,1
